HGNC
HBXIP
HCBP6
HCCS
HCRTR2
HDAC4
HDAC5
HDAC9
HEBP2
HEPH
HERC1
HERC3
HERC4
HERC6
HGH1
HGS
HIBADH
HIBCH
HIG2
HIPK3
HIST1H2AC
HIST1H4C
HLAB
HLAC
HLADMA
HLADMB
HLADOA
HLADPA1
HLADPB1
HLADQA1
HLADQB1
HLADRA
HLADRB1
HLADRB3
HLADRB4
HLADRB5
HLADRB6
HLAE
HLAF
HLAG
HMBS
HMGN2
HMGXB4
HMOX2
HNRNPA1
HNRNPC
HNRNPD
HNRNPH2
HNRNPH3
HNRNPK
HNRNPL
HNRNPM
HNRNPR
HNRNPU
HNRPA2B1
HNRPAB
HNRPC
HNRPM
HOPX
HOXB2
HP
HPIP
HPN
HPRT1
HRB
HRBL
HRIHFB2122
HSD11B1
HSD17B6
HSD17B7
HSF2
HSHIN1
HSMPP8
HSP90AB1
HSP90B1
HSPA13
HSPA2
HSPC049
HSPC055
HSPC063
HSPC152
HSPC154
HSPC242
HT036
HTATSF1
HTR2A
HTRA1
HYPK
ICAM1
ICAM2
ICK
ID2
IDH1
IDH3A
IDS
IFI16
IGBP1
IGFBP6
IKZF1
IL16
IL17RC
IL18
IL33
IL6R
IL6ST
ILF2
IMMT
ING1
ING2
INHBB
INPP1
INPP4A
INPP4B
INPP5K
INVS
IP6K3
IQGAP1
IRF7
ISCA1
ITCH
ITGA6
ITGAV
ITGB1BP2
ITGB2
ITK
ITM2A
ITM2B
ITPKA
ITPKB
ITPR2
ITPRID2
JARID1B
JMJD1A
JMJD1B
JMJD3
KATNB1
KBF2
KBTBD6
KCNJ16
KCNJ9
KCNK17
KCNK4
KDM2A
KDM3B
KDM7A
KDSR
KHDRBS1
KIF1B
KIF2A
KIF2C
KIF3B
KIF5B
KLC1
KLF13
KLF3
KLF5
KLF6
KLF7
KLF9
KLRD1
KLRF1
KPNA4
KPNA5
KRAS2
KRT1
KRT10
KTN1
Kua
LACE1
LACTB
LAMB3
LAMP2
LASS6
LBH
LCK
LDLRAP1
LEF1
LGALS1
LGI1
LGI4
LGR5
LGTN
LIM
LIMK2
LIPT1
LITAF
LMAN1
LNPEP
LOXL4
LPHN1
LPIN1
LPP
LRAP
LRMP
LRP1B
LRP4
LRP8
LSM10
LSM2
LSM4
LSS
LST1
LTB4DH
LTBP1
LTBP2
LYPLA1
M17S2
M6PRBP1
MACF1
MAD1L1
MADD
MADHIP
MADP-1
MAF
MAFF
MAFG
MAGED1
MAGED2
MAL
MAN1A2
MAN1C1
MAN2A1
MAOA
MAP1B
MAP2K4
MAP3K2
MAP3K7CL
MAP3K8
MAP4
MAP4K1
MAP4K3
MAPK1
MAPK8IP3
MAPKAP1
MAPRE2
MARK1
MASK
MAT2A
MATR3
MBD4
MBNL1
MBNL2
MBP
MCL1
MCM4
MCM7
MCTS1
MDC1
MDH2
MDS032
ME1
MED16
MED21
MED28
MEGF8
MEP50
METTL1
MFAP3L
MFHAS1
MGAT4A
MGC10471
MGC10946
MGC11102
MGC13053
MGC13057
MGC15668
MGC15763
MGC16384
MGC21518
MGC23947
MGC24180
MGC26605
MGC2714
MGC29762
MGC3222
MGC35261
MGC45386
MGC45594
MGC4825
MGC48332
MGC61571
MGP
MGST1
MGST2
MICA
MICB
MID1IP1
MID2
MIDORI
MIER2
MIPEP
MIZ1
MIZF
MKKS
MKL1
MKRN1
MLC1
MLF1
MLF1IP
MLH3
MLXIP
MN7
MOCS2
MORF4
MORF4L2
MOSPD1
MR1
MRC1
MRPL12
MRPL13
MRPL15
MRPL28
MRPL30
MRPL34
MRPL35
MRPL40
MRPL41
MRPL42
MRPL48
MRPL49
MRPS12
MRPS16
MRPS18B
MRPS24
MRPS25
MRPS28
MRPS33
MRPS5
MSH2
MSH6
MSN
MSRB2
MT1F
MT1G
MT1L
MT1X
MT2A
MTA2
MTIF2
MTIF3
MTMR2
MTMR4
MTO1
MTRR
MTSS1
MTUS1
MTX2
MYBL1
MYD88
MYH8
MYL10
MYL12A
MYO10
MYO6
MYOF
NAA38
NAP1L1
NAP1L2
NAPA
NAPB
NAPG
NARS
NBP
NCBP2AS2
NCF4
NCK1
NCOA2
NCOA3
NDEL1
NDFIP1
NDST1
NDUFA9
NDUFB10
NDUFB3
NDUFB8
NDUFS2
NDUFS3
NDUFS4
NDUFS5
NDUFV3
NEBL
NECAB3
NECTIN3
NEDD4
NEDD5
NEK11
NEK7
NEK9
NELL2
NEU1
NF1
NFX1
NFYA
NFYB
NFYC
NGFRAP1
NIP30
NIPSNAP3B
NISCH
NJMU-R1
NKTR
NKX22
NKX31
NLRP1
NMB
NME1
NME2
NME3
NNMT
NNT
NOP56
NPAC
NPC1
NPIP
NPM1
NR1D1
NR1D2
NR2C2
NR2F2
NR4A1
NR4A2
NR4A3
NRCAM
NRM
NRXN1
NS3TP2
NSF
NT5C2
NUDT21
NUDT4
NUDT6
NUDT8
NUMA1
NUP153
NUP188
Nup43
NUP50
NUP58
NUP62
NUP88
NUP98
NUSAP1
NUTF2
NXP-2
NXT2
NYD-SP11
OAS2
OCRL
ODAG
OFD1
OGFOD2
OGG1
OGT
OIP2
OLFM1
OLIG2
OR10C1
ORC5L
OSBPL3
OSBPL8
OSBPL9
OXA1L
P2RX5
P2RY14
P2RY5
PABPC4
PACS1
PAFAH1B1
PAFAH1B3
PAIP1
PAK1
PAK1IP1
PALLD
PAM
PANK3
PANK4
PANX1
PANX2
PAPOLA
PAPSS1
PAQR9
PARD6A
PARG1
PATZ1
PBEF1
PBXIP1
PCBD
PCCA
PCDH17
PCNT2
PCTP
PDCD4
PDCD8
PDE3B
PDE4A
PDE4B
PDE4D
PDE4DIP
PDE9A
PDHA1
PDHB
PDK1
PDK3
PDLIM5
PDS5A
PECAM1
PECI
PECR
PENK
PEX1
PEX16
PFDN4
PFKFB1
PGK1
PGM5
PGPEP1
PHF20
PHF3
PHLDA1
PHLPP1
PHTF2
PICALM
PIERCE1
PIGK
PIGP
PIK3C2A
PILR
PIP5K2B
PITPNA
PITPNB
PITPNM1
PKM2
PLA2G4B
PLAG1
PLCE1
PLCL1
PLCL2
PLD3
PLEK
PLP1
PLPP1
PLSCR3
PLXNB1
PLXNC1
PMAIP1
PMP22
PMSCL2
PNKP
PNPLA6
PODXL
POLD4
POLE4
POLI
POLR2J2
POLR3K
POLRMT
POMT1
PON2
POP5
PPFIA1
PPIA
PPIC
PPIF
PPM1B
PPM1E
PPP1R13B
PPP1R2
PPP2R5C
PPP3R1
PRDX6
PREPL
PRIM1
PRKACB
PRKAG1
PRKAR1A
PRKCB
PRKCG
PRKCH
PRKCZ
PRL
PRMT2
PRNP
PRO0456
PRO1853
PRO2577
ProSAPiP2
PRPF3
PRPF31
PRPF40A
PRPS1
PRR5
PSCD1
PSMB4
PSMC6
PSMD5
PTBP1
PTGDR
PTGER2
PTGES2
PTP4A2
PTPLA
PTPN3
PTPN6
PTPNS1
PTPRE
PTPRJ
PTPRK
PTPRM
PTTG1
PUM2
PXN
PYHIN1
QIL1
QKI
QPCT
QRSL1
QSOX1
RAB10
RAB13
RAB18
RAB1A
RAB21
RAB2A
RAB33A
RAB33B
RAB3A
RAB40C
RAB4A
RAB5A
RAB6A
RABEP1
RABEP2
RABGGTA
RABGGTB
RAD21
RAD23A
RAD23B
RAD50
RAD51L1
RAD54B
RAFTLIN
RALY
RAMP1
RAN
RANBP9
RAP1B
RAP1GAP
RAP2A
RAPGEF4
RARA
RASA3
RASA4
RASGRP2
RASIP1
RASSF2
RBBP4
RBFOX1
RBFOX2
RBL2
RBM15
RBM18
RBM22
RBM3
RBM39
RBM5
RBM7
RBM8A
RBM9
RBMS1
RBMX
RBPJ
RBPSUH
RCAN3
RCL
RCOR3
REC14
REL
RFX1
RFXDC2
RGL1
RGS20
RGS4
RHOB
RHOBTB3
RHOH
RHOT1
RIN1
RIN2
RIN3
RING1
RIS1
RLF
RNASE1
RNF123
RNF144
RNF5
RNF6
RNGTT
RNPC4
ROD1
ROGDI
RP6213H19.1
RPA3
RPL10
RPL17
RPL22
RPL28
RPL3
RPL31
RPN1
RPP25L
RPS21
RPS26
RPS3A
RPS6KA3
RPS6KA5
RPS6KB1
RPS6KC1
RRAGD
RRBP1
RRM1
RRP1B
RRP4
RSL1D1
RTCA
RTN4
RTN4IP1
RTTN
RWDD1
RXRA
RXRG
RY1
RYK
RYR1
S100A12
S100A4
S100A8
S100A9
S1PR1
SACS
SAFB
SALL2
SARS
SAT
SATB1
SBDS
SCA1
SCAF11
SCAF8
SCAMP1
SCAND1
SCAP2
SCAPER
SCD
SCGF
SCML1
SCN10A
SCN2B
SCN4B
SCP2
SCPEP1
SDC2
SDHB
SE20-4
SEC23A
SEC61A1
SEC63L
SEL1L3
SELENOP
SELL
SELM
SELPLG
SEMA3B
SENP7
SEPT10
SEPT4
SEPTIN10
SEPTIN6
SERBP1
SERINC3
SERPINA4
SERPINF1
SERTAD2
SF3A1
SF3B2
SFPQ
SFRS11
SFRS4
SFRS5
SFXN4
SGK1
SGPP1
SGTA
SH2B3
SH2D1A
SH3BP5
SH3KBP1
SIAT7B
SIAT8E
SIT1
SKAP2
SKIL
SLAMF7
SLBP
SLC12A2
SLC12A6
SLC14A1
SLC15A4
SLC16A3
SLC25A11
SLC25A12
SLC25A19
SLC25A28
SLC26A6
SLC27A3
SLC38A1
SLC43A2
SLC4A4
SLC7A5
SLC7A6
SLC9A2
SLCO3A1
SLPI
SLU7
SLX1B
SMAD2
SMAD3
SMAD4
SMARCA4
SMARCA5
SMARCE1
SMC3
SMC4
SMC5
SMCHD1
SMNDC1
SMT3H1
SMT3H2
SNAI2
SNAP23
SNAPC1
SNCA
SNED1
SNRNP70
SNRPN
SNTG2
SNW1
SOLH
SON
SORD
SORT1
SOS2
SOX13
SOX15
SOX4
SP100
SPATS2L
SPHK2
SPON1
SPRY2
SPTBN1
SPTSSA
SREK1
SRI
SRP54
SRP68
SRP72
SRRM2
SRSF1
SRSF10
SRSF11
SRSF5
SRSF6
SSB1
SSNA1
ST13
ST6GAL1
ST8SIA1
STAG1
STAG2
STK17A
STK25
STK38
STK4
STOM
STX5A
STX6
STX7
STYX
SUCLA2
SUCLG1
SUMO2
SUPV3L1
SYAP1
SYN2
SYNGR1
SYPL1
TAF5
TAF6L
TAF9
TARDBP
TARS
TAX1BP3
TAZ
TBC1D1
TBC1D8B
TBC1D9B
TBCA
TBK1
TBL1X
TBL3
TBXA2R
TCAF1
TCEAL1
TCERG1
TCIRG1
TEGT
TEP1
TESK1
TFDP2
TGFA
TGFBR2
TGFBR3
TGIF1
TGM2
TGOLN2
THEM2
THY1
TIAF1
TIAM1
TICAM1
TIMELESS
TIMM17A
TIMM8A
TJP2
TLN1
TLN2
TLR1
TLR10
TLR2
TLR3
TLR4
TLR5
TLR7
TLR8
TM2D1
TM4SF1
TM4SF9
TMEM1
TMEM123
TMEM47
TMEM48
TMEM9
TMPO
TMX1
TNFAIP8
TNFRSF10B
TNFRSF21
TNFSF14
TNFSF8
TNNT1
TNRC6A
TOB1
TOLLIP
TOMM20-PENDING
TP53I11
TP53INP1
TP53TG1
TP73L
TPBG
TPD52L2
TPI1
TPM3
TPPP
TPRT
TPST2
TRAF1
TRAM2
TRIB2
TRIM23
TRIM33
TRIM38
TRIM55
TRIO
TRIP12
TRM5
TSC22
TSC22D3
TSNAX
TSPAN6
TST
TTC4
TTC9
TTF2
TTLL12
TU3A
TUBA2
TUBB
TUBB2A
TULIP1
TWF1
TWISTNB
TXK
TXNDC1
TXNDC11
TXNIP
U2AF1
UBA2
UBCE7IP4
UBE2B
UBE2D2
UBE2D3
UBE2H
UBE2M
UBE2S
UBL3
UBL5
UBP1
UBR5
UCHL3
UCHL5IP
UGP2
UPF1
UPF2
UPF3A
UQCRB
UQCRC1
UQCRC2
UQCRFS1
UQCRH
URM1
USF2
USO1
USP1
USP10
USP13
USP14
USP25
USP3
USP46
USP54
USP6
UTS2
UXS1
UXT
VAMP3
VAMP4
VASH1
VAT1
VCAN
VCL
VDAC1P1
VDP
VEGFB
VEGFC
VGLL4
VIM
VIP32
VLDLR
VPS26A
VRK2
VRK3
VWF
WDR12
WDR33
WDR4
WDR6
WFS1
WIG1
WINS1
WIPF1
WISP2
WNK1
WNT11
WSB1
WWOX
XBP1
XLKD1
XPO7
XRCC2
YES1
YWHAE
YY1
ZBTB1
ZBTB18
ZBTB25
ZBTB43
ZBTB8A
ZCCHC14
ZCCHC3
ZEB1
ZEB2
ZFP103
ZFP36
ZFP36L1
ZFP36L2
ZFP385
ZFP64
ZFTRAF1
ZHX2
ZMIZ1
ZMIZ2
ZNF131
ZNF136
ZNF141
ZNF144
ZNF19
ZNF22
ZNF226
ZNF232
ZNF238
ZNF264
ZNF266
ZNF267
ZNF273
ZNF274
ZNF289
ZNF313
ZNF318
ZNF32
ZNF415
ZNF419
ZNF423
ZNF430
ZNF454
ZNF532
ZNF557
ZNF571
ZNF576
ZNF577
ZNF586
ZNF592
ZNF652
ZNF785
ZNF91
ZSCAN18
ZSCAN5A
ZYG
BPIFB4
HLA-DRB1
LAMA2
LAMA5
SIRT2
ABCC4
ABO
ABO 
ACE
ADCY1
ADRA1A
ADRB2
AGER
AIF1 
AKR1C2
ANKRD20A9P
AOX1
APOB
APOC1
APOC1 
APOE 
ASB17
ASIC2
ATXN2
ATXN2 
B3GALTL
BACE2
BCL3
BEND3
BEND4
BFSP1
BRD1
BTBD9
BTNL2 
C2 
C20orf187
C7orf50
CACNA1C
CADM2
CAMK2B
CARS
CDH4
CDKN2B 
CDKN2B-AS1
CDKN2BAS
CELSR2
CEP89
CFB 
CHRNA3
CHRNA4
CHRNA5
CLSTN2
CSMD1
CYP19
CYP1B1-AS1
DHFRP3
DRD2
DRD4
DSC2
EBF1
ECE1
EPHA6
EPHX2
EXO1
EXOC3L2
FADS1 
FAM13A
FAM19A1
FAM19A5
FEN1 
FN3KRP
FOXO3A
FPGT-TNNI3K
FRK
FSHR
FSTL5
FTH1P5
FTL1
FURIN
GHRL
GHSR
GPR78
GRIK2
GSTZ1
HLA-DQA1
HLA-DQB1 
HLA-DRA 
HMHA1
HNF4A
HNF4G
HPCAL1
HSPA14
HTR3B
HYKK
IDE
IGF2R
IGFBP4
IGFBP5
IL1B
IL1RN
IMPG1
KALRN
KCNA5
KCNK3
KCNT2 
KIF13B
KIR3DX1
LASS1
LDLR
LIMCH1
LNPK
LOC105369165
LOC105377989
LOC105377992
LOC107985852
LONP1
LPA
LPA 
LRRFIP1
LY6G5C 
LY6G6F 
MAGI3
MAP3K7
MAP3K9
MAPK4
MBOAT1
MC2R
MIR3156-3
MRE11A
MSH5 
MSTN
MT-146
MT-ATP6
MT-CYB
MT-DLOOP
MT-ND4
MT-RNR2
MTTP
NCAM2
NECTIN2
NFATC2
NFATC3
NLRC5
NOS1
NOS1AP
NOTCH3
NOTCH4
NTLH1
NUDT12
OLFM4
OTOL1
PARK7
PARVG
PFKM
PGGT1B
PGP
PKHD1
PKN2
PLCB1
PLCB4
PLCH1
PMF1
POM121C
PPP1R26
PPP2R1A
PPP2R2C
PRDX3
PRKAR2A
PRKCI
PRKCQ
PRKD3
PROX2
PSG7
PSORS1C3
PSRC1
PVRL2 
RAC2
RDH5
RELN
RGS7
RP1
RP1-223B1.1
RP11-149P14.1
RP11-24C3.2
RP11-65J3.3
RPTOR
RUNX3
SDC4
SEMA6D
SETD9
SH2B3 
SIAH1
SKIV2L 
SKOR1
SLC39A11
SLC41A1
SOD3
SOX6
SPZ1
STK10
STK24
SVEP1
SYDE2
TAS2R16
TBX3
TH
TIRAP
TMEM131L
TMEM18
TMTC2
TNKS2
TNNI3K
TOMM40
TOMM40 
TOX
TTR
TXNRD1
UCP4
USP2-AS1
USP42
XRCC1
ZC3HC1
ZFP69B
ZFYVE28
ZW10
